Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Person boarding or alighting a pick-up truck or van injured in collision with heavy transport vehicle or bus,pus_filled_pimples,puffy_face_and_eyes,cramps,vomiting,watering_from_eyes,high_fever,,,,,,,,,,,
"Military operations involving explosion of depth-charge, military personnel",abnormal_menstruation,swollen_blood_vessels,indigestion,foul_smell_ofurine,,,,,,,,,,,,,
Other specified urinary incontinence,blurred_and_distorted_vision,indigestion,prominent_veins_on_calf,hip_joint_pain,yellow_crust_ooze,,,,,,,,,,,,
Esophageal obstruction,cramps,mild_fever,passage_of_gases,bladder_discomfort,back_pain,,,,,,,,,,,,
Drug induced dystonia,pain_in_anal_region,weight_loss,visual_disturbances,dischromic_patches,swollen_blood_vessels,nodal_skin_eruptions,,,,,,,,,,,
Unspecified superficial injury of vagina and vulva,mood_swings,yellow_urine,fluid_overload,blister,excessive_hunger,abdominal_pain,passage_of_gases,,,,,,,,,,
"False labor, unspecified",excessive_hunger,abdominal_pain,puffy_face_and_eyes,diarrhoea,,,,,,,,,,,,,
Other superficial bite of anus,nausea,altered_sensorium,toxic_look_(typhos),increased_appetite,passage_of_gases,acute_liver_failure,swollen_extremeties,,,,,,,,,,
Contact with electric knife,enlarged_thyroid,dark_urine,blister,hip_joint_pain,,,,,,,,,,,,,
Unspecified acquired deformity of limb and hand,ulcers_on_tongue,pain_during_bowel_movements,skin_peeling,weight_gain,muscle_pain,scurring,anxiety,,,,,,,,,,
"Poisoning by smallpox vaccines, accidental (unintentional)",coma,hip_joint_pain,cramps,blister,constipation,knee_pain,,,,,,,,,,,
Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,family_history,visual_disturbances,silver_like_dusting,palpitations,dehydration,muscle_weakness,yellow_crust_ooze,,,,,,,,,,
Inferior dislocation of unspecified humerus,stomach_bleeding,muscle_pain,blurred_and_distorted_vision,painful_walking,loss_of_smell,,,,,,,,,,,,
"Toxic effect of detergents, intentional self-harm",spinning_movements,vomiting,back_pain,cough,,,,,,,,,,,,,
Bitten by other marine mammals,breathlessness,high_fever,family_history,weakness_of_one_body_side,slurred_speech,vomiting,,,,,,,,,,,
"Other acute osteomyelitis, femur",mucoid_sputum,yellowish_skin,hip_joint_pain,visual_disturbances,prognosis,,,,,,,,,,,,
Unspecified traumatic displaced spondylolisthesis of second cervical vertebra,pain_behind_the_eyes,dischromic_patches,burning_micturition,increased_appetite,watering_from_eyes,cough,brittle_nails,,,,,,,,,,
"Poisoning by ophthalmological drugs and preparations, intentional self-harm",shivering,loss_of_smell,altered_sensorium,skin_peeling,knee_pain,back_pain,dischromic_patches,,,,,,,,,,
Asymptomatic neurosyphilis,mood_swings,loss_of_appetite,nausea,visual_disturbances,restlessness,receiving_unsterile_injections,,,,,,,,,,,
Shared psychotic disorder,prognosis,high_fever,skin_peeling,abnormal_menstruation,small_dents_in_nails,,,,,,,,,,,,
Adhesions and ankylosis of temporomandibular joint,dehydration,puffy_face_and_eyes,headache,yellowing_of_eyes,constipation,irregular_sugar_level,blackheads,,,,,,,,,,
"Infectious mononucleosis, unspecified",blackheads,restlessness,red_sore_around_nose,redness_of_eyes,,,,,,,,,,,,,
"Spinal muscular atrophy, unspecified",history_of_alcohol_consumption,continuous_sneezing,internal_itching,passage_of_gases,constipation,drying_and_tingling_lips,,,,,,,,,,,
Thromboangiitis obliterans [Buerger's disease],excessive_hunger,watering_from_eyes,loss_of_smell,congestion,,,,,,,,,,,,,
Assault by drowning and submersion after push into swimming pool,red_spots_over_body,stomach_pain,hip_joint_pain,watering_from_eyes,,,,,,,,,,,,,
Other intraoperative cardiac functional disturbances,patches_in_throat,toxic_look_(typhos),high_fever,continuous_feel_of_urine,,,,,,,,,,,,,
"Other multiple liveborn infant, born outside hospital",breathlessness,stomach_bleeding,pain_during_bowel_movements,drying_and_tingling_lips,,,,,,,,,,,,,
"Other soft tissue disorders related to use, overuse and pressure multiple sites",drying_and_tingling_lips,watering_from_eyes,restlessness,mucoid_sputum,spotting_urination,,,,,,,,,,,,
Corrosion of second degree of unspecified foot,swelling_joints,receiving_unsterile_injections,yellow_crust_ooze,bloody_stool,,,,,,,,,,,,,
Person on outside of car injured in collision with fixed or stationary object in nontraffic accident,loss_of_smell,yellow_crust_ooze,throat_irritation,mood_swings,slurred_speech,swelling_of_stomach,,,,,,,,,,,
Vascular parkinsonism,restlessness,spinning_movements,dehydration,knee_pain,,,,,,,,,,,,,
Subluxation complex (vertebral),blister,scurring,neck_pain,irregular_sugar_level,family_history,,,,,,,,,,,,
Contusion of right upper arm,patches_in_throat,stomach_pain,weight_gain,blood_in_sputum,,,,,,,,,,,,,
"Burn of first degree of shoulder and upper limb, except wrist and hand, unspecified site",depression,family_history,blackheads,constipation,blister,bladder_discomfort,,,,,,,,,,,
"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault",watering_from_eyes,weight_gain,toxic_look_(typhos),fluid_overload,joint_pain,,,,,,,,,,,,
"Other specified injury of unspecified blood vessel at forearm level, right arm",stomach_bleeding,yellow_crust_ooze,dark_urine,skin_rash,continuous_feel_of_urine,malaise,chills,,,,,,,,,,
Displaced articular fracture of head of right femur,constipation,continuous_feel_of_urine,itching,patches_in_throat,burning_micturition,indigestion,,,,,,,,,,,
Other trade areas as the place of occurrence of the external cause,puffy_face_and_eyes,weakness_of_one_body_side,stomach_pain,rusty_sputum,blurred_and_distorted_vision,muscle_weakness,family_history,,,,,,,,,,
"Unspecified injury of extensor muscle, fascia and tendon of right ring finger at wrist and hand level",coma,yellow_urine,swelled_lymph_nodes,palpitations,skin_peeling,,,,,,,,,,,,
"Other specified injury of unspecified blood vessel at lower leg level, unspecified leg",bloody_stool,fatigue,blurred_and_distorted_vision,irritation_in_anus,back_pain,slurred_speech,pus_filled_pimples,,,,,,,,,,
Other specified disorders of temporomandibular joint,family_history,polyuria,slurred_speech,extra_marital_contacts,yellowish_skin,loss_of_smell,palpitations,,,,,,,,,,
Pyemic and septic embolism in the puerperium,excessive_hunger,visual_disturbances,painful_walking,acidity,loss_of_appetite,coma,,,,,,,,,,,
"Corrosion of unspecified degree of trunk, unspecified site",continuous_sneezing,history_of_alcohol_consumption,distention_of_abdomen,muscle_wasting,visual_disturbances,,,,,,,,,,,,
Fall from (out of) grocery cart,chest_pain,loss_of_balance,constipation,redness_of_eyes,altered_sensorium,bruising,continuous_sneezing,,,,,,,,,,
Person on outside of three-wheeled motor vehicle injured in collision with pedal cycle in traffic accident,painful_walking,hip_joint_pain,diarrhoea,silver_like_dusting,runny_nose,,,,,,,,,,,,
"Age-related osteoporosis with current pathological fracture, right lower leg",lethargy,swollen_extremeties,fast_heart_rate,rusty_sputum,receiving_unsterile_injections,spinning_movements,neck_pain,,,,,,,,,,
"Myositis ossificans progressiva, upper arm",sinus_pressure,mood_swings,chills,movement_stiffness,patches_in_throat,swollen_extremeties,knee_pain,,,,,,,,,,
Struck by football,painful_walking,history_of_alcohol_consumption,fatigue,drying_and_tingling_lips,anxiety,,,,,,,,,,,,
Patient's intentional underdosing of medication regimen,nausea,painful_walking,muscle_weakness,redness_of_eyes,,,,,,,,,,,,,
Displaced dome fracture of left acetabulum,weight_gain,swelled_lymph_nodes,blister,bruising,dizziness,toxic_look_(typhos),unsteadiness,,,,,,,,,,
Superficial foreign body of left eyelid and periocular area,loss_of_appetite,history_of_alcohol_consumption,inflammatory_nails,bloody_stool,,,,,,,,,,,,,
"Other disorders of bone development and growth, shoulder",red_spots_over_body,obesity,swollen_blood_vessels,dischromic_patches,receiving_unsterile_injections,,,,,,,,,,,,
Superficial frostbite of left arm,cough,bloody_stool,loss_of_appetite,swelling_of_stomach,prominent_veins_on_calf,swollen_extremeties,,,,,,,,,,,
"Partial traumatic amputation of unspecified foot, level unspecified",irregular_sugar_level,blurred_and_distorted_vision,phlegm,yellow_crust_ooze,,,,,,,,,,,,,
Benign neoplasm of epididymis,distention_of_abdomen,constipation,fatigue,pain_during_bowel_movements,,,,,,,,,,,,,
Other congenital malformations of skin,blurred_and_distorted_vision,excessive_hunger,cough,toxic_look_(typhos),itching,vomiting,blackheads,,,,,,,,,,
"Dislocation of jaw, left side",stomach_pain,fluid_overload,continuous_feel_of_urine,altered_sensorium,loss_of_smell,extra_marital_contacts,bruising,,,,,,,,,,
"Respiratory failure, unspecified",yellowing_of_eyes,foul_smell_ofurine,headache,congestion,,,,,,,,,,,,,
"Lordosis, unspecified",cramps,restlessness,stomach_bleeding,coma,foul_smell_ofurine,cold_hands_and_feets,,,,,,,,,,,
Failed attempted termination of pregnancy with other and unspecified complications,dehydration,brittle_nails,stiff_neck,hip_joint_pain,small_dents_in_nails,,,,,,,,,,,,
Person injured in collision between other specified motor vehicles (traffic),movement_stiffness,extra_marital_contacts,brittle_nails,sinus_pressure,irritability,breathlessness,burning_micturition,,,,,,,,,,
"Toxic effect of ketones, assault",slurred_speech,red_spots_over_body,extra_marital_contacts,muscle_weakness,headache,runny_nose,,,,,,,,,,,
Embryonic cyst of broad ligament,cold_hands_and_feets,prominent_veins_on_calf,swollen_legs,blurred_and_distorted_vision,depression,irregular_sugar_level,,,,,,,,,,,
Abnormal findings in specimens from respiratory organs and thorax,dark_urine,congestion,back_pain,lack_of_concentration,sunken_eyes,red_sore_around_nose,swelled_lymph_nodes,,,,,,,,,,
"Maternal care for other rhesus isoimmunization, first trimester",redness_of_eyes,increased_appetite,extra_marital_contacts,weight_gain,,,,,,,,,,,,,
Recurrent dislocation of patella,skin_rash,swelling_of_stomach,fluid_overload,skin_peeling,,,,,,,,,,,,,
Nondisplaced fracture of neck of unspecified radius,loss_of_smell,itching,internal_itching,prognosis,weakness_in_limbs,,,,,,,,,,,,
Other subluxation of unspecified knee,movement_stiffness,prognosis,stomach_pain,spinning_movements,back_pain,pus_filled_pimples,loss_of_smell,,,,,,,,,,
Food in trachea causing other injury,blood_in_sputum,extra_marital_contacts,muscle_wasting,increased_appetite,,,,,,,,,,,,,
Other mechanical complication of unspecified cardiac and vascular devices and implants,throat_irritation,spinning_movements,weakness_in_limbs,pain_behind_the_eyes,receiving_unsterile_injections,foul_smell_ofurine,cough,,,,,,,,,,
Corrosion of first degree of left wrist,weakness_in_limbs,red_sore_around_nose,history_of_alcohol_consumption,scurring,foul_smell_ofurine,vomiting,polyuria,,,,,,,,,,
Struck by duck,yellow_urine,lack_of_concentration,family_history,blurred_and_distorted_vision,coma,,,,,,,,,,,,
Unspecified subluxation of right shoulder joint,bladder_discomfort,abnormal_menstruation,weakness_in_limbs,blurred_and_distorted_vision,stomach_pain,phlegm,dischromic_patches,,,,,,,,,,
Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness,painful_walking,ulcers_on_tongue,foul_smell_ofurine,continuous_feel_of_urine,malaise,diarrhoea,,,,,,,,,,,
Contact with other commercial machinery,irritability,chills,redness_of_eyes,muscle_wasting,red_sore_around_nose,,,,,,,,,,,,
"Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and hand",itching,chest_pain,cramps,sweating,,,,,,,,,,,,,
Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness,chest_pain,indigestion,dehydration,malaise,stomach_pain,,,,,,,,,,,,
"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic",itching,depression,chest_pain,phlegm,,,,,,,,,,,,,
"War operations involving direct blast effect of nuclear weapon, civilian",phlegm,irregular_sugar_level,abdominal_pain,internal_itching,small_dents_in_nails,irritation_in_anus,irritability,,,,,,,,,,
"Complex tear of medial meniscus, current injury, right knee",neck_pain,joint_pain,small_dents_in_nails,weight_gain,,,,,,,,,,,,,
"Laceration of other flexor muscle, fascia and tendon at forearm level, left arm",loss_of_smell,inflammatory_nails,obesity,spinning_movements,back_pain,,,,,,,,,,,,
"Poisoning by dental drugs, topically applied, intentional self-harm",mucoid_sputum,internal_itching,receiving_unsterile_injections,vomiting,irritation_in_anus,sunken_eyes,,,,,,,,,,,
Enteroviral vesicular stomatitis with exanthem,puffy_face_and_eyes,family_history,cold_hands_and_feets,excessive_hunger,,,,,,,,,,,,,
Atherosclerosis of native arteries of extremities with gangrene,weight_loss,runny_nose,fast_heart_rate,swollen_legs,sweating,,,,,,,,,,,,
"Displaced transverse fracture of shaft of humerus, left arm",inflammatory_nails,cold_hands_and_feets,high_fever,malaise,pain_during_bowel_movements,acute_liver_failure,joint_pain,,,,,,,,,,
"Pathological fracture in neoplastic disease, right ankle",high_fever,breathlessness,weight_loss,chest_pain,itching,,,,,,,,,,,,
Person boarding or alighting a pick-up truck or van injured in collision with pedestrian or animal,sunken_eyes,headache,increased_appetite,anxiety,,,,,,,,,,,,,
Traumatic rupture of unspecified ligament of right middle finger at metacarpophalangeal and interphalangeal joint,coma,depression,fast_heart_rate,chest_pain,receiving_unsterile_injections,swollen_legs,lethargy,,,,,,,,,,
Acute embolism and thrombosis of tibial vein,loss_of_balance,irritation_in_anus,swelled_lymph_nodes,weight_gain,,,,,,,,,,,,,
"Poisoning by electrolytic, caloric and water-balance agents, accidental (unintentional)",headache,visual_disturbances,high_fever,belly_pain,blurred_and_distorted_vision,lack_of_concentration,,,,,,,,,,,
End stage heart failure,restlessness,coma,neck_pain,red_sore_around_nose,history_of_alcohol_consumption,bladder_discomfort,sunken_eyes,,,,,,,,,,
Traumatic rupture of right radial collateral ligament,receiving_blood_transfusion,polyuria,puffy_face_and_eyes,loss_of_balance,runny_nose,,,,,,,,,,,,
"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",irritability,hip_joint_pain,fast_heart_rate,scurring,restlessness,foul_smell_ofurine,,,,,,,,,,,
Unspecified superficial injury of right hand,swollen_legs,history_of_alcohol_consumption,movement_stiffness,back_pain,silver_like_dusting,increased_appetite,,,,,,,,,,,
Traumatic rupture of collateral ligament of unspecified finger at metacarpophalangeal and interphalangeal joint,pain_during_bowel_movements,bruising,blister,chest_pain,sinus_pressure,headache,,,,,,,,,,,
Corrosion of first degree of back of unspecified hand,prominent_veins_on_calf,stomach_bleeding,dischromic_patches,swelling_of_stomach,extra_marital_contacts,sweating,,,,,,,,,,,
Benign neoplasm of connective and other soft tissue of pelvis,patches_in_throat,restlessness,loss_of_smell,silver_like_dusting,foul_smell_ofurine,muscle_weakness,sunken_eyes,,,,,,,,,,
Nondisplaced Zone I fracture of sacrum,congestion,passage_of_gases,headache,mucoid_sputum,bloody_stool,,,,,,,,,,,,
Fracture of coronoid process of left mandible,extra_marital_contacts,lack_of_concentration,prognosis,itching,,,,,,,,,,,,,
Other specified injury of plantar artery of right foot,restlessness,lethargy,yellowish_skin,pus_filled_pimples,foul_smell_ofurine,hip_joint_pain,high_fever,,,,,,,,,,
Cyclical vomiting,runny_nose,lethargy,shivering,painful_walking,,,,,,,,,,,,,
Diabetes mellitus due to underlying condition with diabetic arthropathy,puffy_face_and_eyes,phlegm,scurring,continuous_feel_of_urine,drying_and_tingling_lips,,,,,,,,,,,,
Congenital absence of both lower leg and foot,lethargy,dark_urine,burning_micturition,irregular_sugar_level,chills,swollen_legs,loss_of_balance,,,,,,,,,,
Frostbite with tissue necrosis of left hand,breathlessness,history_of_alcohol_consumption,altered_sensorium,bladder_discomfort,bruising,,,,,,,,,,,,
"Burn of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand",fast_heart_rate,loss_of_appetite,mood_swings,swollen_extremeties,mild_fever,spinning_movements,,,,,,,,,,,
"Legal intervention involving unspecified sharp objects, bystander injured",bloody_stool,pain_during_bowel_movements,diarrhoea,muscle_weakness,puffy_face_and_eyes,,,,,,,,,,,,
"Poisoning by beta-adrenoreceptor antagonists, assault",family_history,knee_pain,fast_heart_rate,unsteadiness,weakness_of_one_body_side,,,,,,,,,,,,
Other paralytic syndromes,fatigue,stomach_pain,small_dents_in_nails,inflammatory_nails,itching,,,,,,,,,,,,
"Arthritis due to other bacteria, vertebrae",restlessness,lethargy,continuous_sneezing,swelling_joints,,,,,,,,,,,,,
Radial collateral ligament sprain of left elbow,fluid_overload,inflammatory_nails,knee_pain,throat_irritation,bloody_stool,lack_of_concentration,dischromic_patches,,,,,,,,,,
